time,branch,q05,q25,q50,q75,q95,mean
2025-08-03 19:00:00,Stochastic covariance,-0.4121398461430552,-0.29802253540688445,-0.18846685232061672,-0.103221418170402,0.04647679155937899,-0.19377793147155659
2025-08-03 20:00:00,Stochastic covariance,-0.4122065370635888,-0.29932262579552926,-0.19085043210096314,-0.10274183570588245,0.04726131681866137,-0.1940151646604898
2025-08-03 21:00:00,Stochastic covariance,-0.4120683005002083,-0.29953484083799486,-0.19045294970169843,-0.10249420158802229,0.04775684158601975,-0.19417364363925665
2025-08-03 22:00:00,Stochastic covariance,-0.411875741598293,-0.30042399893746446,-0.19015191656911934,-0.10235960997538449,0.04802885822667002,-0.19428833727827396
2025-08-03 23:00:00,Stochastic covariance,-0.4113613925584988,-0.2993558958789235,-0.1887586065658019,-0.10266626554632807,0.048458194676496875,-0.1942844768104422
2025-08-04 00:00:00,Stochastic covariance,-0.4107443531496475,-0.2984821586114093,-0.18869009311169507,-0.10305583448569494,0.04878090528583547,-0.19417519298877295
2025-08-04 01:00:00,Stochastic covariance,-0.41026285983702937,-0.29849526399177395,-0.18906383517191105,-0.10260200868772683,0.049302301887448455,-0.19411099704741883
2025-08-04 02:00:00,Stochastic covariance,-0.40962707891267075,-0.29857160129121335,-0.18908764404669998,-0.10284231501870877,0.04965480894556601,-0.19402612183062534
2025-08-04 03:00:00,Stochastic covariance,-0.4095051091662459,-0.2987979167379511,-0.1888752166806448,-0.10308961683613588,0.04977997899481747,-0.1939178169313069
2025-08-04 04:00:00,Stochastic covariance,-0.4095495493798105,-0.2990319442849986,-0.1889469354438041,-0.10286922852491387,0.049635151961084256,-0.19382663574735198
2025-08-04 05:00:00,Stochastic covariance,-0.4096226797712504,-0.2991229727308792,-0.188991742228735,-0.10301781987031326,0.04946687116229559,-0.19378088045254024
2025-08-04 06:00:00,Stochastic covariance,-0.4094304090303654,-0.29918875508407894,-0.1887745594421184,-0.10345528265215787,0.0493089934143985,-0.19379008981668383
2025-08-04 07:00:00,Stochastic covariance,-0.40921726292710353,-0.2993614248154193,-0.1887347091074999,-0.10404211506654018,0.049021529021003284,-0.19390521508976521
2025-08-04 08:00:00,Stochastic covariance,-0.4092297000856444,-0.3001430347917293,-0.18852031487578844,-0.1048201249391667,0.04900955582053304,-0.19403704571088945
